event_id,observed_at,txid,input_wallet,output_wallet,amount_sats,fee_sats,script_type,src_ip,src_port,dst_ip,dst_port,latency_ms,peer_count_hint,event_sequence
syn_evt_00000000000b_0000000000015c2f,2026-07-01T00:08:20.000Z,syn_tx_0000000000000000000000000000000b,syn_w_0000000000000097,syn_w_000000000000021e,93566,70,TAPROOT,198.18.0.77,40030,198.18.0.187,8333,202,37,11
syn_evt_00000000000c_0000000000017b1e,2026-07-01T00:09:27.000Z,syn_tx_0000000000000000000000000000000c,syn_w_0000000000000cca,syn_w_00000000000010a5,37465,68,P2WPKH,198.18.0.84,42581,198.18.0.204,8333,357,31,12
syn_evt_00000000000d_0000000000019a0d,2026-07-01T00:10:09.000Z,syn_tx_0000000000000000000000000000000d,syn_w_0000000000001290,syn_w_0000000000001444,294881,544,P2PKH,198.18.0.91,55176,198.18.0.221,8333,296,36,13
syn_evt_00000000000e_000000000001b8fc,2026-07-01T00:10:55.000Z,syn_tx_0000000000000000000000000000000e,syn_w_0000000000000bb7,syn_w_0000000000001b3f,763036,1150,P2PKH,198.18.0.98,42664,198.18.0.238,8333,264,27,14
syn_evt_00000000000f_000000000001d7eb,2026-07-01T00:11:38.000Z,syn_tx_0000000000000000000000000000000f,syn_w_0000000000001a52,syn_w_000000000000095d,290858,61,TAPROOT,198.18.0.105,39571,198.18.0.255,8333,296,38,15
syn_evt_000000000010_000000000001f6da,2026-07-01T00:12:02.000Z,syn_tx_00000000000000000000000000000010,syn_w_0000000000000cb9,syn_w_0000000000000fdc,59318,39,P2PKH,198.18.0.112,27598,198.18.1.16,8333,199,26,16
syn_evt_000000000011_00000000000215c9,2026-07-01T00:13:10.000Z,syn_tx_00000000000000000000000000000011,syn_w_0000000000002550,syn_w_00000000000024c1,83262,25,P2SH,198.18.0.119,45769,198.18.1.33,8333,90,18,17
syn_evt_000000000012_00000000000234b8,2026-07-01T00:13:56.000Z,syn_tx_00000000000000000000000000000012,syn_w_0000000000002647,syn_w_0000000000002c52,152822,280,P2WPKH,198.18.0.126,20493,198.18.1.50,8333,425,12,18
syn_evt_000000000013_00000000000253a7,2026-07-01T00:14:35.000Z,syn_tx_00000000000000000000000000000013,syn_w_0000000000001395,syn_w_000000000000207e,128299,32,P2PKH,198.18.0.133,22890,198.18.1.67,8333,357,28,19
syn_evt_000000000014_0000000000027296,2026-07-01T00:15:15.000Z,syn_tx_00000000000000000000000000000014,syn_w_00000000000004b3,syn_w_0000000000000349,48222,33,P2SH,198.18.0.140,11690,198.18.1.84,8333,125,5,20
syn_evt_000000000015_0000000000029185,2026-07-01T00:15:58.000Z,syn_tx_00000000000000000000000000000015,syn_w_000000000000136f,syn_w_0000000000001ccf,543594,208,P2WPKH,198.18.0.147,40577,198.18.1.101,8333,256,40,21
syn_evt_000000000016_000000000002b074,2026-07-01T00:16:36.000Z,syn_tx_00000000000000000000000000000016,syn_w_00000000000025d7,syn_w_0000000000002141,86856,16,P2WPKH,198.18.0.154,49204,198.18.1.118,8333,358,18,22
syn_evt_000000000017_000000000002cf63,2026-07-01T00:17:19.000Z,syn_tx_00000000000000000000000000000017,syn_w_000000000000198b,syn_w_000000000000022f,137126,19,TAPROOT,198.18.0.161,52482,198.18.1.135,8333,268,38,23
syn_evt_000000000018_000000000002ee52,2026-07-01T00:18:22.000Z,syn_tx_00000000000000000000000000000018,syn_w_0000000000002903,syn_w_0000000000000c10,120797,213,P2PKH,198.18.0.168,18463,198.18.1.152,8333,111,37,24
syn_evt_000000000019_0000000000030d41,2026-07-01T00:18:48.000Z,syn_tx_00000000000000000000000000000019,syn_w_00000000000008d0,syn_w_0000000000000a43,88350,36,P2SH,198.18.0.175,37137,198.18.1.169,8333,390,9,25
syn_evt_00000000001a_0000000000032c30,2026-07-01T00:19:50.000Z,syn_tx_0000000000000000000000000000001a,syn_w_0000000000000b2e,syn_w_00000000000010dc,34869,23,P2SH,198.18.0.182,37245,198.18.1.186,8333,322,22,26
syn_evt_00000000001b_0000000000034b1f,2026-07-01T00:20:13.000Z,syn_tx_0000000000000000000000000000001b,syn_w_0000000000001ed9,syn_w_0000000000001c74,59763,29,P2WSH,198.18.0.189,27945,198.18.1.203,8333,298,10,27
syn_evt_00000000001c_0000000000036a0e,2026-07-01T00:21:12.000Z,syn_tx_0000000000000000000000000000001c,syn_w_00000000000005f5,syn_w_0000000000001d10,45946,33,TAPROOT,198.18.0.196,53935,198.18.1.220,8333,420,15,28
syn_evt_00000000001d_00000000000388fd,2026-07-01T00:22:10.000Z,syn_tx_0000000000000000000000000000001d,syn_w_0000000000000a08,syn_w_0000000000001682,265826,392,P2WPKH,198.18.0.203,28381,198.18.1.237,8333,463,39,29
syn_evt_00000000001e_000000000003a7ec,2026-07-01T00:22:37.000Z,syn_tx_0000000000000000000000000000001e,syn_w_0000000000002478,syn_w_00000000000012dc,153878,59,TAPROOT,198.18.0.210,27282,198.18.1.254,8333,270,10,30
syn_evt_00000000001f_000000000003c6db,2026-07-01T00:23:27.000Z,syn_tx_0000000000000000000000000000001f,syn_w_0000000000002bcf,syn_w_00000000000003de,177958,104,P2SH,198.18.0.217,51293,198.18.2.15,8333,253,10,31
syn_evt_000000000020_000000000003e5ca,2026-07-01T00:24:10.000Z,syn_tx_00000000000000000000000000000020,syn_w_0000000000000417,syn_w_00000000000012a0,298492,541,P2WSH,198.18.0.224,10909,198.18.2.32,8333,388,30,32
syn_evt_000000000021_00000000000404b9,2026-07-01T00:24:34.000Z,syn_tx_00000000000000000000000000000021,syn_w_0000000000001073,syn_w_0000000000001a87,394504,451,P2PKH,198.18.0.231,30310,198.18.2.49,8333,347,11,33
syn_evt_000000000022_00000000000423a8,2026-07-01T00:25:48.000Z,syn_tx_00000000000000000000000000000022,syn_w_000000000000166b,syn_w_0000000000001428,63605,42,TAPROOT,198.18.0.238,50314,198.18.2.66,8333,224,6,34
syn_evt_000000000023_0000000000044297,2026-07-01T00:26:33.000Z,syn_tx_00000000000000000000000000000023,syn_w_0000000000000dcc,syn_w_0000000000002605,51930,71,P2WSH,198.18.0.245,17827,198.18.2.83,8333,390,27,35
syn_evt_000000000024_0000000000046186,2026-07-01T00:27:06.000Z,syn_tx_00000000000000000000000000000024,syn_w_0000000000001019,syn_w_00000000000018e6,482735,289,P2WSH,198.18.0.252,58194,198.18.2.100,8333,287,31,36
syn_evt_000000000025_0000000000048075,2026-07-01T00:27:40.000Z,syn_tx_00000000000000000000000000000025,syn_w_0000000000001527,syn_w_0000000000001288,147002,105,P2WPKH,198.18.1.3,48378,198.18.2.117,8333,424,5,37
syn_evt_000000000026_0000000000049f64,2026-07-01T00:28:25.000Z,syn_tx_00000000000000000000000000000026,syn_w_00000000000023e5,syn_w_0000000000000397,259980,315,P2SH,198.18.1.10,12445,198.18.2.134,8333,365,12,38
syn_evt_000000000027_000000000004be53,2026-07-01T00:29:03.000Z,syn_tx_00000000000000000000000000000027,syn_w_00000000000029f8,syn_w_0000000000001357,125158,195,P2PKH,198.18.1.17,37216,198.18.2.151,8333,344,28,39
syn_evt_000000000028_000000000004dd42,2026-07-01T00:29:55.000Z,syn_tx_00000000000000000000000000000028,syn_w_0000000000002a67,syn_w_0000000000000e0d,219143,180,P2WPKH,198.18.1.24,57006,198.18.2.168,8333,343,38,40
syn_evt_000000000029_000000000004fc31,2026-07-01T00:30:46.000Z,syn_tx_00000000000000000000000000000029,syn_w_0000000000001051,syn_w_0000000000000973,440852,292,P2PKH,198.18.1.31,41381,198.18.2.185,8333,332,30,41
syn_evt_00000000002a_0000000000051b20,2026-07-01T00:31:21.000Z,syn_tx_0000000000000000000000000000002a,syn_w_000000000000281d,syn_w_00000000000025fe,391188,279,P2WPKH,198.18.1.38,52612,198.18.2.202,8333,207,36,42
syn_evt_00000000002b_0000000000053a0f,2026-07-01T00:32:04.000Z,syn_tx_0000000000000000000000000000002b,syn_w_000000000000214f,syn_w_0000000000001451,182977,88,P2PKH,198.18.1.45,25912,198.18.2.219,8333,306,34,43
syn_evt_00000000002c_00000000000558fe,2026-07-01T00:33:11.000Z,syn_tx_0000000000000000000000000000002c,syn_w_000000000000208d,syn_w_00000000000009a7,154726,111,P2WPKH,198.18.1.52,25237,198.18.2.236,8333,224,39,44
syn_evt_00000000002d_00000000000577ed,2026-07-01T00:33:53.000Z,syn_tx_0000000000000000000000000000002d,syn_w_0000000000000cdc,syn_w_00000000000017fb,68184,86,P2PKH,198.18.1.59,41068,198.18.2.253,8333,349,23,45
syn_evt_00000000002e_00000000000596dc,2026-07-01T00:34:15.000Z,syn_tx_0000000000000000000000000000002e,syn_w_00000000000009d7,syn_w_0000000000001f07,1138520,1475,P2WPKH,198.18.1.66,44290,198.18.3.14,8333,261,30,46
syn_evt_00000000002f_000000000005b5cb,2026-07-01T00:35:23.000Z,syn_tx_0000000000000000000000000000002f,syn_w_0000000000000563,syn_w_0000000000001323,93792,8,TAPROOT,198.18.1.73,56839,198.18.3.31,8333,296,10,47
syn_evt_000000000030_000000000005d4ba,2026-07-01T00:36:04.000Z,syn_tx_00000000000000000000000000000030,syn_w_0000000000000de5,syn_w_0000000000002c84,21164,22,TAPROOT,198.18.1.80,34941,198.18.3.48,8333,204,38,48
syn_evt_000000000031_000000000005f3a9,2026-07-01T00:36:39.000Z,syn_tx_00000000000000000000000000000031,syn_w_0000000000002938,syn_w_0000000000002a5a,314771,176,P2PKH,198.18.1.87,19299,198.18.3.65,8333,309,28,49
syn_evt_000000000032_0000000000061298,2026-07-01T00:37:26.000Z,syn_tx_00000000000000000000000000000032,syn_w_00000000000002a9,syn_w_00000000000025ef,307526,598,P2PKH,198.18.1.94,45465,198.18.3.82,8333,394,22,50
syn_evt_000000000033_0000000000063187,2026-07-01T00:37:59.000Z,syn_tx_00000000000000000000000000000033,syn_w_0000000000000c13,syn_w_000000000000284e,455550,824,P2WPKH,198.18.1.101,37698,198.18.3.99,8333,195,26,51
syn_evt_000000000034_0000000000065076,2026-07-01T00:39:16.000Z,syn_tx_00000000000000000000000000000034,syn_w_0000000000002264,syn_w_0000000000000aef,467154,129,P2PKH,198.18.1.108,19486,198.18.3.116,8333,336,14,52
syn_evt_000000000035_0000000000066f65,2026-07-01T00:39:28.000Z,syn_tx_00000000000000000000000000000035,syn_w_0000000000002abb,syn_w_0000000000002d14,242296,295,P2SH,198.18.1.115,29834,198.18.3.133,8333,288,17,53
syn_evt_000000000036_0000000000068e54,2026-07-01T00:40:19.000Z,syn_tx_00000000000000000000000000000036,syn_w_0000000000000fe1,syn_w_0000000000000818,625440,783,P2SH,198.18.1.122,57620,198.18.3.150,8333,308,8,54
syn_evt_000000000037_000000000006ad43,2026-07-01T00:41:19.000Z,syn_tx_00000000000000000000000000000037,syn_w_0000000000002971,syn_w_0000000000000785,62311,46,P2PKH,198.18.1.129,46411,198.18.3.167,8333,339,37,55
syn_evt_000000000038_000000000006cc32,2026-07-01T00:42:04.000Z,syn_tx_00000000000000000000000000000038,syn_w_0000000000001d2e,syn_w_0000000000002575,899103,510,P2WPKH,198.18.1.136,15758,198.18.3.184,8333,410,35,56
syn_evt_000000000039_000000000006eb21,2026-07-01T00:42:37.000Z,syn_tx_00000000000000000000000000000039,syn_w_0000000000002a5f,syn_w_0000000000000e77,115914,169,P2WSH,198.18.1.143,31739,198.18.3.201,8333,431,24,57
syn_evt_00000000003a_0000000000070a10,2026-07-01T00:43:32.000Z,syn_tx_0000000000000000000000000000003a,syn_w_0000000000001f90,syn_w_00000000000019cb,444604,325,P2WPKH,198.18.1.150,24429,198.18.3.218,8333,490,26,58
syn_evt_00000000003b_00000000000728ff,2026-07-01T00:44:09.000Z,syn_tx_0000000000000000000000000000003b,syn_w_00000000000025c0,syn_w_000000000000186c,504799,349,P2SH,198.18.1.157,53046,198.18.3.235,8333,462,12,59
syn_evt_00000000003c_00000000000747ee,2026-07-01T00:44:58.000Z,syn_tx_0000000000000000000000000000003c,syn_w_000000000000078a,syn_w_000000000000147b,357803,181,P2WPKH,198.18.1.164,19526,198.18.3.252,8333,224,38,60
syn_evt_00000000003d_00000000000766dd,2026-07-01T00:45:33.000Z,syn_tx_0000000000000000000000000000003d,syn_w_000000000000092e,syn_w_00000000000023ec,171651,192,P2SH,198.18.1.171,51496,198.18.4.13,8333,456,29,61
syn_evt_00000000003e_00000000000785cc,2026-07-01T00:46:36.000Z,syn_tx_0000000000000000000000000000003e,syn_w_0000000000001511,syn_w_0000000000002b24,90898,79,P2SH,198.18.1.178,42419,198.18.4.30,8333,455,38,62
syn_evt_00000000003f_000000000007a4bb,2026-07-01T00:46:58.000Z,syn_tx_0000000000000000000000000000003f,syn_w_000000000000297c,syn_w_0000000000001526,823066,445,P2WPKH,198.18.1.185,10689,198.18.4.47,8333,241,21,63
syn_evt_000000000040_000000000007c3aa,2026-07-01T00:48:06.000Z,syn_tx_00000000000000000000000000000040,syn_w_0000000000001560,syn_w_000000000000250d,486966,743,P2PKH,198.18.1.192,41648,198.18.4.64,8333,156,25,64
syn_evt_000000000041_000000000007e299,2026-07-01T00:48:41.000Z,syn_tx_00000000000000000000000000000041,syn_w_00000000000028b8,syn_w_00000000000007bb,88837,113,P2PKH,198.18.1.199,39958,198.18.4.81,8333,481,36,65
syn_evt_000000000042_0000000000080188,2026-07-01T00:49:21.000Z,syn_tx_00000000000000000000000000000042,syn_w_000000000000050e,syn_w_0000000000002391,171635,82,P2PKH,198.18.1.206,16264,198.18.4.98,8333,316,13,66
syn_evt_000000000043_0000000000082077,2026-07-01T00:50:04.000Z,syn_tx_00000000000000000000000000000043,syn_w_0000000000001da9,syn_w_0000000000000d35,177057,201,P2WPKH,198.18.1.213,37331,198.18.4.115,8333,277,37,67
syn_evt_000000000044_0000000000083f66,2026-07-01T00:50:55.000Z,syn_tx_00000000000000000000000000000044,syn_w_00000000000006ea,syn_w_00000000000001cf,262969,519,TAPROOT,198.18.1.220,46060,198.18.4.132,8333,308,36,68
syn_evt_000000000045_0000000000085e55,2026-07-01T00:51:44.000Z,syn_tx_00000000000000000000000000000045,syn_w_0000000000001e21,syn_w_0000000000002a1a,122391,84,P2SH,198.18.1.227,41437,198.18.4.149,8333,396,20,69
syn_evt_000000000046_0000000000087d44,2026-07-01T00:52:39.000Z,syn_tx_00000000000000000000000000000046,syn_w_0000000000001001,syn_w_0000000000000259,427846,410,P2WPKH,198.18.1.234,33998,198.18.4.166,8333,409,20,70
syn_evt_000000000047_0000000000089c33,2026-07-01T00:53:24.000Z,syn_tx_00000000000000000000000000000047,syn_w_0000000000001785,syn_w_0000000000001183,345768,599,P2WPKH,198.18.1.241,24306,198.18.4.183,8333,231,7,71
syn_evt_000000000048_000000000008bb22,2026-07-01T00:54:09.000Z,syn_tx_00000000000000000000000000000048,syn_w_0000000000002e74,syn_w_0000000000002e36,98170,168,P2WPKH,198.18.1.248,29569,198.18.4.200,8333,157,34,72
syn_evt_000000000049_000000000008da11,2026-07-01T00:54:42.000Z,syn_tx_00000000000000000000000000000049,syn_w_000000000000216f,syn_w_0000000000002622,45860,52,P2PKH,198.18.1.255,33598,198.18.4.217,8333,330,15,73
syn_evt_00000000004a_000000000008f900,2026-07-01T00:55:40.000Z,syn_tx_0000000000000000000000000000004a,syn_w_0000000000000b28,syn_w_000000000000107a,75035,38,P2PKH,198.18.2.6,16970,198.18.4.234,8333,306,17,74
syn_evt_00000000004b_00000000000917ef,2026-07-01T00:56:24.000Z,syn_tx_0000000000000000000000000000004b,syn_w_0000000000001b74,syn_w_0000000000002083,322097,442,P2PKH,198.18.2.13,27739,198.18.4.251,8333,371,35,75
syn_evt_00000000004c_00000000000936de,2026-07-01T00:57:01.000Z,syn_tx_0000000000000000000000000000004c,syn_w_00000000000014d9,syn_w_0000000000001747,41126,58,P2WPKH,198.18.2.20,22389,198.18.5.12,8333,285,13,76
syn_evt_00000000004d_00000000000955cd,2026-07-01T00:57:30.000Z,syn_tx_0000000000000000000000000000004d,syn_w_00000000000009cc,syn_w_0000000000002ea3,692954,935,P2PKH,198.18.2.27,53055,198.18.5.29,8333,461,40,77
syn_evt_00000000004e_00000000000974bc,2026-07-01T00:58:24.000Z,syn_tx_0000000000000000000000000000004e,syn_w_0000000000000235,syn_w_00000000000011f1,356944,106,P2WPKH,198.18.2.34,27534,198.18.5.46,8333,296,38,78
syn_evt_00000000004f_00000000000993ab,2026-07-01T00:58:53.000Z,syn_tx_0000000000000000000000000000004f,syn_w_0000000000000ac5,syn_w_0000000000000bf0,201366,386,P2WSH,198.18.2.41,37126,198.18.5.63,8333,161,35,79
syn_evt_000000000050_000000000009b29a,2026-07-01T01:00:07.000Z,syn_tx_00000000000000000000000000000050,syn_w_000000000000133d,syn_w_0000000000000e23,87349,59,P2PKH,198.18.2.48,40516,198.18.5.80,8333,418,30,80
syn_evt_000000000051_000000000009d189,2026-07-01T01:00:21.000Z,syn_tx_00000000000000000000000000000051,syn_w_0000000000002dbf,syn_w_0000000000002086,141434,14,P2PKH,198.18.2.55,33135,198.18.5.97,8333,326,20,81
syn_evt_000000000052_000000000009f078,2026-07-01T01:01:09.000Z,syn_tx_00000000000000000000000000000052,syn_w_0000000000002035,syn_w_0000000000000c3e,77443,150,P2PKH,198.18.2.62,21184,198.18.5.114,8333,372,19,82
syn_evt_000000000053_00000000000a0f67,2026-07-01T01:01:59.000Z,syn_tx_00000000000000000000000000000053,syn_w_0000000000000d9d,syn_w_00000000000017d4,27710,21,P2SH,198.18.2.69,57258,198.18.5.131,8333,272,31,83
syn_evt_000000000054_00000000000a2e56,2026-07-01T01:03:01.000Z,syn_tx_00000000000000000000000000000054,syn_w_0000000000000d63,syn_w_00000000000013c1,643573,297,P2WSH,198.18.2.76,41575,198.18.5.148,8333,266,9,84
syn_evt_000000000055_00000000000a4d45,2026-07-01T01:03:23.000Z,syn_tx_00000000000000000000000000000055,syn_w_0000000000000c82,syn_w_000000000000076a,79537,35,P2PKH,198.18.2.83,55082,198.18.5.165,8333,445,14,85
syn_evt_000000000056_00000000000a6c34,2026-07-01T01:04:30.000Z,syn_tx_00000000000000000000000000000056,syn_w_0000000000001bbf,syn_w_0000000000000c1d,2709300,2065,P2PKH,198.18.2.90,52479,198.18.5.182,8333,373,21,86
syn_evt_000000000057_00000000000a8b23,2026-07-01T01:05:21.000Z,syn_tx_00000000000000000000000000000057,syn_w_000000000000009c,syn_w_0000000000001e80,91688,23,TAPROOT,198.18.2.97,33211,198.18.5.199,8333,340,35,87
syn_evt_000000000058_00000000000aaa12,2026-07-01T01:05:46.000Z,syn_tx_00000000000000000000000000000058,syn_w_0000000000000937,syn_w_00000000000023d1,587427,796,TAPROOT,198.18.2.104,49881,198.18.5.216,8333,298,7,88
syn_evt_000000000059_00000000000ac901,2026-07-01T01:06:22.000Z,syn_tx_00000000000000000000000000000059,syn_w_00000000000014e1,syn_w_000000000000104f,81313,133,TAPROOT,198.18.2.111,44432,198.18.5.233,8333,343,37,89
syn_evt_00000000005a_00000000000ae7f0,2026-07-01T01:07:07.000Z,syn_tx_0000000000000000000000000000005a,syn_w_00000000000012fe,syn_w_0000000000000261,144062,231,P2PKH,198.18.2.118,39650,198.18.5.250,8333,298,40,90
syn_evt_00000000005b_00000000000b06df,2026-07-01T01:08:16.000Z,syn_tx_0000000000000000000000000000005b,syn_w_00000000000024cc,syn_w_0000000000001d3e,113814,92,P2PKH,198.18.2.125,30867,198.18.6.11,8333,304,12,91
syn_evt_00000000005c_00000000000b25ce,2026-07-01T01:08:47.000Z,syn_tx_0000000000000000000000000000005c,syn_w_0000000000000ac3,syn_w_0000000000002239,269823,520,P2PKH,198.18.2.132,14661,198.18.6.28,8333,323,37,92
syn_evt_00000000005d_00000000000b44bd,2026-07-01T01:09:25.000Z,syn_tx_0000000000000000000000000000005d,syn_w_000000000000156f,syn_w_0000000000002de7,133830,111,P2WPKH,198.18.2.139,31119,198.18.6.45,8333,430,33,93
syn_evt_00000000005e_00000000000b63ac,2026-07-01T01:10:26.000Z,syn_tx_0000000000000000000000000000005e,syn_w_00000000000020e6,syn_w_0000000000001401,413258,112,P2PKH,198.18.2.146,22077,198.18.6.62,8333,340,32,94
syn_evt_00000000005f_00000000000b829b,2026-07-01T01:11:09.000Z,syn_tx_0000000000000000000000000000005f,syn_w_0000000000001e7b,syn_w_00000000000025cb,165956,179,P2WPKH,198.18.2.153,24323,198.18.6.79,8333,322,28,95
syn_evt_000000000060_00000000000ba18a,2026-07-01T01:11:45.000Z,syn_tx_00000000000000000000000000000060,syn_w_00000000000008fa,syn_w_00000000000012db,346528,604,P2PKH,198.18.2.160,38292,198.18.6.96,8333,249,5,96
syn_evt_000000000061_00000000000bc079,2026-07-01T01:12:21.000Z,syn_tx_00000000000000000000000000000061,syn_w_0000000000000aa5,syn_w_00000000000021f1,37359,35,P2WPKH,198.18.2.167,48441,198.18.6.113,8333,246,8,97
syn_evt_000000000062_00000000000bdf68,2026-07-01T01:13:25.000Z,syn_tx_00000000000000000000000000000062,syn_w_000000000000071b,syn_w_00000000000006c3,182151,293,P2PKH,198.18.2.174,22887,198.18.6.130,8333,326,7,98
syn_evt_000000000063_00000000000bfe57,2026-07-01T01:14:07.000Z,syn_tx_00000000000000000000000000000063,syn_w_0000000000002195,syn_w_000000000000110c,335131,429,P2WPKH,198.18.2.181,12381,198.18.6.147,8333,352,17,99
syn_evt_000000000064_00000000000c1d46,2026-07-01T01:14:35.000Z,syn_tx_00000000000000000000000000000064,syn_w_0000000000002d9b,syn_w_00000000000023fd,550788,1078,TAPROOT,198.18.2.188,12331,198.18.6.164,8333,241,26,100
syn_evt_000000000065_00000000000c3c35,2026-07-01T01:15:45.000Z,syn_tx_00000000000000000000000000000065,syn_w_0000000000002c68,syn_w_0000000000001de2,165835,37,P2PKH,198.18.2.195,22452,198.18.6.181,8333,299,34,101
syn_evt_000000000066_00000000000c5b24,2026-07-01T01:16:15.000Z,syn_tx_00000000000000000000000000000066,syn_w_00000000000029b8,syn_w_0000000000000431,250550,139,P2SH,198.18.2.202,52359,198.18.6.198,8333,402,6,102
syn_evt_000000000067_00000000000c7a13,2026-07-01T01:17:17.000Z,syn_tx_00000000000000000000000000000067,syn_w_0000000000002cd8,syn_w_0000000000002e92,401653,662,P2PKH,198.18.2.209,48254,198.18.6.215,8333,449,38,103
syn_evt_000000000068_00000000000c9902,2026-07-01T01:17:41.000Z,syn_tx_00000000000000000000000000000068,syn_w_00000000000022aa,syn_w_0000000000001687,67024,53,P2PKH,198.18.2.216,25878,198.18.6.232,8333,293,6,104
syn_evt_000000000069_00000000000cb7f1,2026-07-01T01:18:23.000Z,syn_tx_00000000000000000000000000000069,syn_w_00000000000005b8,syn_w_0000000000001c3b,264001,219,P2WPKH,198.18.2.223,23065,198.18.6.249,8333,375,36,105
syn_evt_00000000006a_00000000000cd6e0,2026-07-01T01:19:07.000Z,syn_tx_0000000000000000000000000000006a,syn_w_000000000000295a,syn_w_00000000000029f4,164118,189,TAPROOT,198.18.2.230,14870,198.18.7.10,8333,324,12,106
syn_evt_00000000006b_00000000000cf5cf,2026-07-01T01:20:11.000Z,syn_tx_0000000000000000000000000000006b,syn_w_0000000000002113,syn_w_0000000000000f90,293702,80,P2SH,198.18.2.237,31128,198.18.7.27,8333,276,15,107
syn_evt_00000000006c_00000000000d14be,2026-07-01T01:20:31.000Z,syn_tx_0000000000000000000000000000006c,syn_w_0000000000000018,syn_w_000000000000184a,625959,1181,P2PKH,198.18.2.244,37435,198.18.7.44,8333,293,40,108
syn_evt_00000000006d_00000000000d33ad,2026-07-01T01:21:12.000Z,syn_tx_0000000000000000000000000000006d,syn_w_0000000000000553,syn_w_0000000000002ba0,129017,156,TAPROOT,198.18.2.251,34722,198.18.7.61,8333,257,19,109
syn_evt_00000000006e_00000000000d529c,2026-07-01T01:22:06.000Z,syn_tx_0000000000000000000000000000006e,syn_w_00000000000024e1,syn_w_0000000000002b87,129234,50,TAPROOT,198.18.3.2,11871,198.18.7.78,8333,441,25,110
syn_evt_00000000006f_00000000000d718b,2026-07-01T01:22:46.000Z,syn_tx_0000000000000000000000000000006f,syn_w_0000000000001d52,syn_w_00000000000025c1,209422,205,TAPROOT,198.18.3.9,20429,198.18.7.95,8333,438,36,111
syn_evt_000000000070_00000000000d907a,2026-07-01T01:23:25.000Z,syn_tx_00000000000000000000000000000070,syn_w_0000000000000452,syn_w_0000000000000823,103290,127,P2PKH,198.18.3.16,36719,198.18.7.112,8333,260,20,112
syn_evt_000000000071_00000000000daf69,2026-07-01T01:24:09.000Z,syn_tx_00000000000000000000000000000071,syn_w_00000000000009a2,syn_w_0000000000001864,123269,22,P2SH,198.18.3.23,24904,198.18.7.129,8333,338,24,113
syn_evt_000000000072_00000000000dce58,2026-07-01T01:25:22.000Z,syn_tx_00000000000000000000000000000072,syn_w_00000000000018a7,syn_w_0000000000001184,241694,305,P2SH,198.18.3.30,29490,198.18.7.146,8333,151,20,114
syn_evt_000000000073_00000000000ded47,2026-07-01T01:25:59.000Z,syn_tx_00000000000000000000000000000073,syn_w_0000000000001e0c,syn_w_00000000000012f8,240883,476,P2PKH,198.18.3.37,45908,198.18.7.163,8333,275,5,115
