event_id,entity_type,entity_id,window_end,is_anomalous,scenario_id,severity_truth
syn_evt_00000000e2a4_000000001b62d706,wallet,syn_w_0000000000000000,2026-07-05T00:22:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2a5_000000001b62f5f5,wallet,syn_w_0000000000000000,2026-07-05T00:24:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2a6_000000001b6314e4,wallet,syn_w_0000000000000000,2026-07-05T00:25:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2a7_000000001b6333d3,wallet,syn_w_0000000000000000,2026-07-05T00:26:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2a8_000000001b6352c2,wallet,syn_w_0000000000000000,2026-07-05T00:27:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2a9_000000001b6371b1,wallet,syn_w_0000000000000000,2026-07-05T00:28:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2aa_000000001b6390a0,wallet,syn_w_0000000000000000,2026-07-05T00:30:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2ab_000000001b63af8f,wallet,syn_w_0000000000000000,2026-07-05T00:31:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2ac_000000001b63ce7e,wallet,syn_w_0000000000000000,2026-07-05T00:32:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2ad_000000001b63ed6d,wallet,syn_w_0000000000000000,2026-07-05T00:33:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2ae_000000001b640c5c,wallet,syn_w_0000000000000000,2026-07-05T00:34:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2af_000000001b642b4b,wallet,syn_w_0000000000000000,2026-07-05T00:36:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2b0_000000001b644a3a,wallet,syn_w_0000000000000000,2026-07-05T00:37:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2b1_000000001b646929,wallet,syn_w_0000000000000000,2026-07-05T00:38:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2b2_000000001b648818,wallet,syn_w_0000000000000000,2026-07-05T00:39:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2b3_000000001b64a707,wallet,syn_w_0000000000000000,2026-07-05T00:40:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2b4_000000001b64c5f6,wallet,syn_w_0000000000000000,2026-07-05T00:42:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2b5_000000001b64e4e5,wallet,syn_w_0000000000000000,2026-07-05T00:43:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2b6_000000001b6503d4,wallet,syn_w_0000000000000000,2026-07-05T00:44:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2b7_000000001b6522c3,wallet,syn_w_0000000000000000,2026-07-05T00:45:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2b8_000000001b6541b2,wallet,syn_w_0000000000000000,2026-07-05T00:46:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2b9_000000001b6560a1,wallet,syn_w_0000000000000000,2026-07-05T00:48:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2ba_000000001b657f90,wallet,syn_w_0000000000000000,2026-07-05T00:49:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2bb_000000001b659e7f,wallet,syn_w_0000000000000000,2026-07-05T00:50:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2bc_000000001b65bd6e,wallet,syn_w_0000000000000000,2026-07-05T00:51:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2bd_000000001b65dc5d,wallet,syn_w_0000000000000000,2026-07-05T00:52:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2be_000000001b65fb4c,wallet,syn_w_0000000000000000,2026-07-05T00:54:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2bf_000000001b661a3b,wallet,syn_w_0000000000000000,2026-07-05T00:55:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2c0_000000001b66392a,wallet,syn_w_0000000000000000,2026-07-05T00:56:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2c1_000000001b665819,wallet,syn_w_0000000000000000,2026-07-05T00:57:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2c2_000000001b667708,wallet,syn_w_0000000000000000,2026-07-05T00:58:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2c3_000000001b6695f7,wallet,syn_w_0000000000000000,2026-07-05T01:00:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2c4_000000001b66b4e6,wallet,syn_w_0000000000000000,2026-07-05T01:01:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2c5_000000001b66d3d5,wallet,syn_w_0000000000000000,2026-07-05T01:02:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2c6_000000001b66f2c4,wallet,syn_w_0000000000000000,2026-07-05T01:03:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2c7_000000001b6711b3,wallet,syn_w_0000000000000000,2026-07-05T01:04:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2c8_000000001b6730a2,wallet,syn_w_0000000000000000,2026-07-05T01:06:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2c9_000000001b674f91,wallet,syn_w_0000000000000000,2026-07-05T01:07:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2ca_000000001b676e80,wallet,syn_w_0000000000000000,2026-07-05T01:08:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2cb_000000001b678d6f,wallet,syn_w_0000000000000000,2026-07-05T01:09:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2cc_000000001b67ac5e,wallet,syn_w_0000000000000000,2026-07-05T01:10:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2cd_000000001b67cb4d,wallet,syn_w_0000000000000000,2026-07-05T01:12:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2ce_000000001b67ea3c,wallet,syn_w_0000000000000000,2026-07-05T01:13:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2cf_000000001b68092b,wallet,syn_w_0000000000000000,2026-07-05T01:14:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2d0_000000001b68281a,wallet,syn_w_0000000000000000,2026-07-05T01:15:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2d1_000000001b684709,wallet,syn_w_0000000000000000,2026-07-05T01:16:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2d2_000000001b6865f8,wallet,syn_w_0000000000000000,2026-07-05T01:18:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2d3_000000001b6884e7,wallet,syn_w_0000000000000000,2026-07-05T01:19:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2d4_000000001b68a3d6,wallet,syn_w_0000000000000000,2026-07-05T01:20:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2d5_000000001b68c2c5,wallet,syn_w_0000000000000000,2026-07-05T01:21:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2d6_000000001b68e1b4,wallet,syn_w_0000000000000000,2026-07-05T01:22:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2d7_000000001b6900a3,wallet,syn_w_0000000000000000,2026-07-05T01:24:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2d8_000000001b691f92,wallet,syn_w_0000000000000000,2026-07-05T01:25:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2d9_000000001b693e81,wallet,syn_w_0000000000000000,2026-07-05T01:26:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2da_000000001b695d70,wallet,syn_w_0000000000000000,2026-07-05T01:27:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2db_000000001b697c5f,wallet,syn_w_0000000000000000,2026-07-05T01:28:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2dc_000000001b699b4e,wallet,syn_w_0000000000000000,2026-07-05T01:30:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2dd_000000001b69ba3d,wallet,syn_w_0000000000000000,2026-07-05T01:31:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2de_000000001b69d92c,wallet,syn_w_0000000000000000,2026-07-05T01:32:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2df_000000001b69f81b,wallet,syn_w_0000000000000000,2026-07-05T01:33:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2e0_000000001b6a170a,wallet,syn_w_0000000000000000,2026-07-05T01:34:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2e1_000000001b6a35f9,wallet,syn_w_0000000000000000,2026-07-05T01:36:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2e2_000000001b6a54e8,wallet,syn_w_0000000000000000,2026-07-05T01:37:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2e3_000000001b6a73d7,wallet,syn_w_0000000000000000,2026-07-05T01:38:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2e4_000000001b6a92c6,wallet,syn_w_0000000000000000,2026-07-05T01:39:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2e5_000000001b6ab1b5,wallet,syn_w_0000000000000000,2026-07-05T01:40:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2e6_000000001b6ad0a4,wallet,syn_w_0000000000000000,2026-07-05T01:42:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2e7_000000001b6aef93,wallet,syn_w_0000000000000000,2026-07-05T01:43:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2e8_000000001b6b0e82,wallet,syn_w_0000000000000000,2026-07-05T01:44:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2e9_000000001b6b2d71,wallet,syn_w_0000000000000000,2026-07-05T01:45:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2ea_000000001b6b4c60,wallet,syn_w_0000000000000000,2026-07-05T01:46:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2eb_000000001b6b6b4f,wallet,syn_w_0000000000000000,2026-07-05T01:48:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2ec_000000001b6b8a3e,wallet,syn_w_0000000000000000,2026-07-05T01:49:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2ed_000000001b6ba92d,wallet,syn_w_0000000000000000,2026-07-05T01:50:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2ee_000000001b6bc81c,wallet,syn_w_0000000000000000,2026-07-05T01:51:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2ef_000000001b6be70b,wallet,syn_w_0000000000000000,2026-07-05T01:52:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2f0_000000001b6c05fa,wallet,syn_w_0000000000000000,2026-07-05T01:54:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2f1_000000001b6c24e9,wallet,syn_w_0000000000000000,2026-07-05T01:55:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2f2_000000001b6c43d8,wallet,syn_w_0000000000000000,2026-07-05T01:56:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2f3_000000001b6c62c7,wallet,syn_w_0000000000000000,2026-07-05T01:57:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2f4_000000001b6c81b6,wallet,syn_w_0000000000000000,2026-07-05T01:58:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2f5_000000001b6ca0a5,wallet,syn_w_00000000000000c8,2026-07-13T00:00:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2f6_000000001b6cbf94,wallet,syn_w_00000000000000c8,2026-07-13T00:01:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2f7_000000001b6cde83,wallet,syn_w_00000000000000c8,2026-07-13T00:02:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2f8_000000001b6cfd72,wallet,syn_w_00000000000000c8,2026-07-13T00:03:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2f9_000000001b6d1c61,wallet,syn_w_00000000000000c8,2026-07-13T00:04:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2fa_000000001b6d3b50,wallet,syn_w_00000000000000c8,2026-07-13T00:06:00.000Z,1,STRUCTURING,high
syn_evt_00000000e2fb_000000001b6d5a3f,wallet,syn_w_00000000000000c8,2026-07-13T00:07:12.000Z,1,STRUCTURING,high
syn_evt_00000000e2fc_000000001b6d792e,wallet,syn_w_00000000000000c8,2026-07-13T00:08:24.000Z,1,STRUCTURING,high
syn_evt_00000000e2fd_000000001b6d981d,wallet,syn_w_00000000000000c8,2026-07-13T00:09:36.000Z,1,STRUCTURING,high
syn_evt_00000000e2fe_000000001b6db70c,wallet,syn_w_00000000000000c8,2026-07-13T00:10:48.000Z,1,STRUCTURING,high
syn_evt_00000000e2ff_000000001b6dd5fb,wallet,syn_w_00000000000000c8,2026-07-13T00:12:00.000Z,1,STRUCTURING,high
syn_evt_00000000e300_000000001b6df4ea,wallet,syn_w_00000000000000c8,2026-07-13T00:13:12.000Z,1,STRUCTURING,high
syn_evt_00000000e301_000000001b6e13d9,wallet,syn_w_00000000000000c8,2026-07-13T00:14:24.000Z,1,STRUCTURING,high
syn_evt_00000000e302_000000001b6e32c8,wallet,syn_w_00000000000000c8,2026-07-13T00:15:36.000Z,1,STRUCTURING,high
syn_evt_00000000e303_000000001b6e51b7,wallet,syn_w_00000000000000c8,2026-07-13T00:16:48.000Z,1,STRUCTURING,high
syn_evt_00000000e304_000000001b6e70a6,wallet,syn_w_00000000000000c8,2026-07-13T00:18:00.000Z,1,STRUCTURING,high
syn_evt_00000000e305_000000001b6e8f95,wallet,syn_w_00000000000000c8,2026-07-13T00:19:12.000Z,1,STRUCTURING,high
syn_evt_00000000e306_000000001b6eae84,wallet,syn_w_00000000000000c8,2026-07-13T00:20:24.000Z,1,STRUCTURING,high
syn_evt_00000000e307_000000001b6ecd73,wallet,syn_w_00000000000000c8,2026-07-13T00:21:36.000Z,1,STRUCTURING,high
syn_evt_00000000e308_000000001b6eec62,wallet,syn_w_00000000000000c8,2026-07-13T00:22:48.000Z,1,STRUCTURING,high
syn_evt_00000000e309_000000001b6f0b51,wallet,syn_w_00000000000000c8,2026-07-13T00:24:00.000Z,1,STRUCTURING,high
syn_evt_00000000e30a_000000001b6f2a40,wallet,syn_w_00000000000000c8,2026-07-13T00:25:12.000Z,1,STRUCTURING,high
syn_evt_00000000e30b_000000001b6f492f,wallet,syn_w_00000000000000c8,2026-07-13T00:26:24.000Z,1,STRUCTURING,high
syn_evt_00000000e30c_000000001b6f681e,wallet,syn_w_00000000000000c8,2026-07-13T00:27:36.000Z,1,STRUCTURING,high
syn_evt_00000000e30d_000000001b6f870d,wallet,syn_w_00000000000000c8,2026-07-13T00:28:48.000Z,1,STRUCTURING,high
syn_evt_00000000e30e_000000001b6fa5fc,wallet,syn_w_00000000000000c8,2026-07-13T00:30:00.000Z,1,STRUCTURING,high
syn_evt_00000000e30f_000000001b6fc4eb,wallet,syn_w_00000000000000c8,2026-07-13T00:31:12.000Z,1,STRUCTURING,high
syn_evt_00000000e310_000000001b6fe3da,wallet,syn_w_00000000000000c8,2026-07-13T00:32:24.000Z,1,STRUCTURING,high
syn_evt_00000000e311_000000001b7002c9,wallet,syn_w_00000000000000c8,2026-07-13T00:33:36.000Z,1,STRUCTURING,high
syn_evt_00000000e312_000000001b7021b8,wallet,syn_w_00000000000000c8,2026-07-13T00:34:48.000Z,1,STRUCTURING,high
syn_evt_00000000e313_000000001b7040a7,wallet,syn_w_00000000000000c8,2026-07-13T00:36:00.000Z,1,STRUCTURING,high
syn_evt_00000000e314_000000001b705f96,wallet,syn_w_00000000000000c8,2026-07-13T00:37:12.000Z,1,STRUCTURING,high
syn_evt_00000000e315_000000001b707e85,wallet,syn_w_00000000000000c8,2026-07-13T00:38:24.000Z,1,STRUCTURING,high
syn_evt_00000000e316_000000001b709d74,wallet,syn_w_00000000000000c8,2026-07-13T00:39:36.000Z,1,STRUCTURING,high
syn_evt_00000000e317_000000001b70bc63,wallet,syn_w_00000000000000c8,2026-07-13T00:40:48.000Z,1,STRUCTURING,high
syn_evt_00000000e318_000000001b70db52,wallet,syn_w_00000000000000c8,2026-07-13T00:42:00.000Z,1,STRUCTURING,high
syn_evt_00000000e319_000000001b70fa41,wallet,syn_w_00000000000000c8,2026-07-13T00:43:12.000Z,1,STRUCTURING,high
syn_evt_00000000e31a_000000001b711930,wallet,syn_w_00000000000000c8,2026-07-13T00:44:24.000Z,1,STRUCTURING,high
syn_evt_00000000e31b_000000001b71381f,wallet,syn_w_00000000000000c8,2026-07-13T00:45:36.000Z,1,STRUCTURING,high
syn_evt_00000000e31c_000000001b71570e,wallet,syn_w_00000000000000c8,2026-07-13T00:46:48.000Z,1,STRUCTURING,high
syn_evt_00000000e31d_000000001b7175fd,wallet,syn_w_00000000000000c8,2026-07-13T00:48:00.000Z,1,STRUCTURING,high
syn_evt_00000000e31e_000000001b7194ec,wallet,syn_w_00000000000000c8,2026-07-13T00:49:12.000Z,1,STRUCTURING,high
syn_evt_00000000e31f_000000001b71b3db,wallet,syn_w_00000000000000c8,2026-07-13T00:50:24.000Z,1,STRUCTURING,high
syn_evt_00000000e320_000000001b71d2ca,wallet,syn_w_00000000000000c8,2026-07-13T00:51:36.000Z,1,STRUCTURING,high
syn_evt_00000000e321_000000001b71f1b9,wallet,syn_w_00000000000000c8,2026-07-13T00:52:48.000Z,1,STRUCTURING,high
syn_evt_00000000e322_000000001b7210a8,wallet,syn_w_00000000000000c8,2026-07-13T00:54:00.000Z,1,STRUCTURING,high
syn_evt_00000000e323_000000001b722f97,wallet,syn_w_00000000000000c8,2026-07-13T00:55:12.000Z,1,STRUCTURING,high
syn_evt_00000000e324_000000001b724e86,wallet,syn_w_00000000000000c8,2026-07-13T00:56:24.000Z,1,STRUCTURING,high
syn_evt_00000000e325_000000001b726d75,wallet,syn_w_00000000000000c8,2026-07-13T00:57:36.000Z,1,STRUCTURING,high
syn_evt_00000000e326_000000001b728c64,wallet,syn_w_00000000000000c8,2026-07-13T00:58:48.000Z,1,STRUCTURING,high
syn_evt_00000000e327_000000001b72ab53,wallet,syn_w_00000000000000c8,2026-07-13T01:00:00.000Z,1,STRUCTURING,high
syn_evt_00000000e328_000000001b72ca42,wallet,syn_w_00000000000000c8,2026-07-13T01:01:12.000Z,1,STRUCTURING,high
syn_evt_00000000e329_000000001b72e931,wallet,syn_w_00000000000000c8,2026-07-13T01:02:24.000Z,1,STRUCTURING,high
syn_evt_00000000e32a_000000001b730820,wallet,syn_w_00000000000000c8,2026-07-13T01:03:36.000Z,1,STRUCTURING,high
syn_evt_00000000e32b_000000001b73270f,wallet,syn_w_00000000000000c8,2026-07-13T01:04:48.000Z,1,STRUCTURING,high
syn_evt_00000000e32c_000000001b7345fe,wallet,syn_w_00000000000000c8,2026-07-13T01:06:00.000Z,1,STRUCTURING,high
syn_evt_00000000e32d_000000001b7364ed,wallet,syn_w_00000000000000c8,2026-07-13T01:07:12.000Z,1,STRUCTURING,high
syn_evt_00000000e32e_000000001b7383dc,wallet,syn_w_00000000000000c8,2026-07-13T01:08:24.000Z,1,STRUCTURING,high
syn_evt_00000000e32f_000000001b73a2cb,wallet,syn_w_00000000000000c8,2026-07-13T01:09:36.000Z,1,STRUCTURING,high
syn_evt_00000000e330_000000001b73c1ba,wallet,syn_w_00000000000000c8,2026-07-13T01:10:48.000Z,1,STRUCTURING,high
syn_evt_00000000e331_000000001b73e0a9,wallet,syn_w_00000000000000c8,2026-07-13T01:12:00.000Z,1,STRUCTURING,high
syn_evt_00000000e332_000000001b73ff98,wallet,syn_w_00000000000000c8,2026-07-13T01:13:12.000Z,1,STRUCTURING,high
syn_evt_00000000e333_000000001b741e87,wallet,syn_w_00000000000000c8,2026-07-13T01:14:24.000Z,1,STRUCTURING,high
syn_evt_00000000e334_000000001b743d76,wallet,syn_w_00000000000000c8,2026-07-13T01:15:36.000Z,1,STRUCTURING,high
syn_evt_00000000e335_000000001b745c65,wallet,syn_w_00000000000000c8,2026-07-13T01:16:48.000Z,1,STRUCTURING,high
syn_evt_00000000e336_000000001b747b54,wallet,syn_w_00000000000000c8,2026-07-13T01:18:00.000Z,1,STRUCTURING,high
syn_evt_00000000e337_000000001b749a43,wallet,syn_w_00000000000000c8,2026-07-13T01:19:12.000Z,1,STRUCTURING,high
syn_evt_00000000e338_000000001b74b932,wallet,syn_w_00000000000000c8,2026-07-13T01:20:24.000Z,1,STRUCTURING,high
syn_evt_00000000e339_000000001b74d821,wallet,syn_w_00000000000000c8,2026-07-13T01:21:36.000Z,1,STRUCTURING,high
syn_evt_00000000e33a_000000001b74f710,wallet,syn_w_00000000000000c8,2026-07-13T01:22:48.000Z,1,STRUCTURING,high
syn_evt_00000000e33b_000000001b7515ff,wallet,syn_w_00000000000000c8,2026-07-13T01:24:00.000Z,1,STRUCTURING,high
syn_evt_00000000e33c_000000001b7534ee,wallet,syn_w_00000000000000c8,2026-07-13T01:25:12.000Z,1,STRUCTURING,high
syn_evt_00000000e33d_000000001b7553dd,wallet,syn_w_00000000000000c8,2026-07-13T01:26:24.000Z,1,STRUCTURING,high
syn_evt_00000000e33e_000000001b7572cc,wallet,syn_w_00000000000000c8,2026-07-13T01:27:36.000Z,1,STRUCTURING,high
syn_evt_00000000e33f_000000001b7591bb,wallet,syn_w_00000000000000c8,2026-07-13T01:28:48.000Z,1,STRUCTURING,high
syn_evt_00000000e340_000000001b75b0aa,wallet,syn_w_0000000000000190,2026-07-20T00:00:00.000Z,1,STRUCTURING,high
syn_evt_00000000e341_000000001b75cf99,wallet,syn_w_0000000000000190,2026-07-20T00:01:12.000Z,1,STRUCTURING,high
syn_evt_00000000e342_000000001b75ee88,wallet,syn_w_0000000000000190,2026-07-20T00:02:24.000Z,1,STRUCTURING,high
syn_evt_00000000e343_000000001b760d77,wallet,syn_w_0000000000000190,2026-07-20T00:03:36.000Z,1,STRUCTURING,high
syn_evt_00000000e344_000000001b762c66,wallet,syn_w_0000000000000190,2026-07-20T00:04:48.000Z,1,STRUCTURING,high
syn_evt_00000000e345_000000001b764b55,wallet,syn_w_0000000000000190,2026-07-20T00:06:00.000Z,1,STRUCTURING,high
syn_evt_00000000e346_000000001b766a44,wallet,syn_w_0000000000000190,2026-07-20T00:07:12.000Z,1,STRUCTURING,high
syn_evt_00000000e347_000000001b768933,wallet,syn_w_0000000000000190,2026-07-20T00:08:24.000Z,1,STRUCTURING,high
syn_evt_00000000e348_000000001b76a822,wallet,syn_w_0000000000000190,2026-07-20T00:09:36.000Z,1,STRUCTURING,high
syn_evt_00000000e349_000000001b76c711,wallet,syn_w_0000000000000190,2026-07-20T00:10:48.000Z,1,STRUCTURING,high
syn_evt_00000000e34a_000000001b76e600,wallet,syn_w_0000000000000190,2026-07-20T00:12:00.000Z,1,STRUCTURING,high
syn_evt_00000000e34b_000000001b7704ef,wallet,syn_w_0000000000000190,2026-07-20T00:13:12.000Z,1,STRUCTURING,high
syn_evt_00000000e34c_000000001b7723de,wallet,syn_w_0000000000000190,2026-07-20T00:14:24.000Z,1,STRUCTURING,high
syn_evt_00000000e34d_000000001b7742cd,wallet,syn_w_0000000000000190,2026-07-20T00:15:36.000Z,1,STRUCTURING,high
syn_evt_00000000e34e_000000001b7761bc,wallet,syn_w_0000000000000190,2026-07-20T00:16:48.000Z,1,STRUCTURING,high
syn_evt_00000000e34f_000000001b7780ab,wallet,syn_w_0000000000000190,2026-07-20T00:18:00.000Z,1,STRUCTURING,high
syn_evt_00000000e350_000000001b779f9a,wallet,syn_w_0000000000000190,2026-07-20T00:19:12.000Z,1,STRUCTURING,high
syn_evt_00000000e351_000000001b77be89,wallet,syn_w_0000000000000190,2026-07-20T00:20:24.000Z,1,STRUCTURING,high
syn_evt_00000000e352_000000001b77dd78,wallet,syn_w_0000000000000190,2026-07-20T00:21:36.000Z,1,STRUCTURING,high
syn_evt_00000000e353_000000001b77fc67,wallet,syn_w_0000000000000190,2026-07-20T00:22:48.000Z,1,STRUCTURING,high
syn_evt_00000000e354_000000001b781b56,wallet,syn_w_0000000000000190,2026-07-20T00:24:00.000Z,1,STRUCTURING,high
syn_evt_00000000e355_000000001b783a45,wallet,syn_w_0000000000000190,2026-07-20T00:25:12.000Z,1,STRUCTURING,high
syn_evt_00000000e356_000000001b785934,wallet,syn_w_0000000000000190,2026-07-20T00:26:24.000Z,1,STRUCTURING,high
syn_evt_00000000e357_000000001b787823,wallet,syn_w_0000000000000190,2026-07-20T00:27:36.000Z,1,STRUCTURING,high
syn_evt_00000000e358_000000001b789712,wallet,syn_w_0000000000000190,2026-07-20T00:28:48.000Z,1,STRUCTURING,high
syn_evt_00000000e359_000000001b78b601,wallet,syn_w_0000000000000190,2026-07-20T00:30:00.000Z,1,STRUCTURING,high
syn_evt_00000000e35a_000000001b78d4f0,wallet,syn_w_0000000000000190,2026-07-20T00:31:12.000Z,1,STRUCTURING,high
syn_evt_00000000e35b_000000001b78f3df,wallet,syn_w_0000000000000190,2026-07-20T00:32:24.000Z,1,STRUCTURING,high
syn_evt_00000000e35c_000000001b7912ce,wallet,syn_w_0000000000000190,2026-07-20T00:33:36.000Z,1,STRUCTURING,high
syn_evt_00000000e35d_000000001b7931bd,wallet,syn_w_0000000000000190,2026-07-20T00:34:48.000Z,1,STRUCTURING,high
syn_evt_00000000e35e_000000001b7950ac,wallet,syn_w_0000000000000190,2026-07-20T00:36:00.000Z,1,STRUCTURING,high
